cat;ID_PARCEL;cat_new
7193;422430;7193
7194;422249;7194
7195;422249;7195
7196;377497;7196
7197;377497;7197
7198;377402;7198
7199;377402;7199
7200;377324;7200
7201;377328;7201
7202;377328;7202
7203;377409;7203
7204;377407;7204
7205;377408;7205
7206;384477;7206
7207;422428;7207
7208;422437;7208
7209;422437;7209
7210;422438;7210
7211;422244;7211
7212;422244;7212
7213;422245;7213
7214;422245;7214
7215;422246;7215
7216;422246;7216
7217;422247;7217
7218;422247;7218
7219;422243;7219
7220;377330;7220
7221;9468361;7221
7222;9468361;7222
7223;377679;7223
7224;377682;7224
7225;377400;7225
7226;377400;7226
7227;377401;7227
7228;377401;7228
7229;377325;7229
7230;377325;7230
7231;377325;7231
7232;377672;7232
7233;377672;7233
7234;384479;7234
7235;422327;7235
7236;422328;7236
7237;422440;7237
7238;422443;7238
7239;384474;7239
7240;384474;7240
7241;384475;7241
7242;384475;7242
7243;422307;7243
7244;384410;7244
7245;384410;7245
7246;363764;7246
7247;363846;7247
7248;363846;7248
7249;410888;7249
7250;410888;7250
7251;410973;7251
7252;410973;7252
7253;411069;7253
7254;411069;7254
7255;410959;7255
7256;410978;7256
7257;410978;7257
7258;410975;7258
7259;410979;7259
7260;411053;7260
7261;411053;7261
7262;411062;7262
7263;411062;7263
7264;410890;7264
7265;410889;7265
7266;410889;7266
7267;410972;7267
7268;410967;7268
7269;410967;7269
7270;410966;7270
7271;410966;7271
7272;412806;7272
7273;412806;7273
7274;412806;7274
7275;412712;7275
7276;411459;7276
7277;411463;7277
7278;411463;7278
7279;411462;7279
7280;411461;7280
7281;412797;7281
7282;411453;7282
7283;411455;7283
7284;411455;7284
7285;411460;7285
7286;412714;7286
7287;412715;7287
7288;412810;7288
7289;412810;7289
7290;420072;7290
7291;420071;7291
7292;420071;7292
7293;420071;7293
7294;396108;7294
7295;396107;7295
7296;396107;7296
7297;396106;7297
7298;396106;7298
7299;401861;7299
7300;399650;7300
7301;399651;7301
7302;399651;7302
7303;401858;7303
7304;401859;7304
7305;401860;7305
7306;401665;7306
7307;401764;7307
7308;401765;7308
7309;401763;7309
7310;400467;7310
7311;374017;7311
7312;374017;7312
7313;374017;7313
7314;374016;7314
7315;374016;7315
7316;374006;7316
7317;374007;7317
7318;374014;7318
7319;374022;7319
7320;9468467;7320
7321;9468468;7321
7322;9468469;7322
7323;9468470;7323
7324;9468470;7324
7325;405071;7325
7326;401779;7326
7327;401855;7327
7328;401663;7328
7329;401758;7329
7330;401659;7330
7331;401678;7331
7332;399641;7332
7333;400469;7333
7334;400470;7334
7335;400470;7335
7336;400468;7336
7337;400468;7337
7338;9468478;7338
7339;9468478;7339
7340;401856;7340
7341;401856;7341
7342;401856;7342
7343;9468479;7343
7344;9468480;7344
7345;9468480;7345
7346;9468480;7346
7347;9468481;7347
7348;9468481;7348
7349;366618;7349
7350;366618;7350
7351;366618;7351
7352;366521;7352
7353;366521;7353
7354;401778;7354
7355;401778;7355
7356;401854;7356
7357;9468492;7357
7358;366620;7358
7359;366620;7359
7360;366620;7360
7361;9468493;7361
7362;9468493;7362
7363;366614;7363
7364;366528;7364
7365;366528;7365
7366;366534;7366
7367;366619;7367
7368;366615;7368
7369;366544;7369
7370;366544;7370
7371;366612;7371
7372;366612;7372
7373;366530;7373
7374;366529;7374
7375;9468494;7375
7376;9468494;7376
7377;9468495;7377
7378;9468495;7378
7379;366613;7379
7380;366613;7380
7381;366611;7381
7382;366611;7382
7383;412843;7383
7384;412851;7384
7385;412842;7385
7386;412842;7386
7387;412845;7387
7388;412845;7388
7389;420326;7389
7390;420326;7390
7391;420412;7391
7392;420412;7392
7393;420327;7393
7394;420319;7394
7395;420319;7395
7396;420319;7396
7397;9468506;7397
7398;412844;7398
7399;412844;7399
7400;412846;7400
7401;412849;7401
7402;412847;7402
7403;411579;7403
7404;411580;7404
7405;411580;7405
7406;401662;7406
7407;399653;7407
7408;399653;7408
7409;401768;7409
7410;401767;7410
7411;401767;7411
7412;401766;7412
7413;401766;7413
7414;415056;7414
7415;415056;7415
7416;415057;7416
7417;415058;7417
7418;415055;7418
7419;414964;7419
7420;414964;7420
7421;414965;7421
7422;414965;7422
7423;415044;7423
7424;415043;7424
7425;415046;7425
7426;9468528;7426
7427;9468528;7427
7428;415054;7428
7429;415053;7429
7430;415052;7430
7431;415052;7431
7432;414969;7432
7433;414969;7433
7434;415041;7434
7435;412002;7435
7436;414970;7436
7437;415049;7437
7438;415597;7438
7439;415596;7439
7440;415596;7440
7441;415063;7441
7442;415059;7442
7443;415059;7443
7444;415061;7444
7445;415060;7445
7446;415062;7446
7447;415062;7447
7448;414966;7448
7449;414967;7449
7450;415595;7450
7451;415595;7451
7452;415064;7452
7453;415048;7453
7454;415048;7454
7455;415050;7455
7456;415050;7456
7457;404172;7457
7458;404172;7458
7459;9468545;7459
7460;9468545;7460
7461;9468546;7461
7462;9468546;7462
7463;9468547;7463
7464;9468547;7464
7465;9468547;7465
7466;363044;7466
7467;363044;7467
7468;404114;7468
7469;404114;7469
7470;404579;7470
7471;404580;7471
7472;405233;7472
7473;9468552;7473
7474;401664;7474
7475;401757;7475
7476;399652;7476
7477;399652;7477
7478;400562;7478
7479;400477;7479
7480;400477;7480
7481;9468553;7481
7482;9468553;7482
7483;9468553;7483
7484;400472;7484
7485;400472;7485
7486;404233;7486
7487;404233;7487
7488;404232;7488
7489;404232;7489
7490;404229;7490
7491;404112;7491
7492;405227;7492
7493;405231;7493
7494;405232;7494
7495;404599;7495
7496;404598;7496
7497;405228;7497
7498;405234;7498
7499;405229;7499
7500;363030;7500
7501;363030;7501
7502;363034;7502
7503;363034;7503
7504;363008;7504
7505;363008;7505
7506;365303;7506
7507;365303;7507
7508;365283;7508
7509;9468572;7509
7510;9468572;7510
7511;9468572;7511
7512;365193;7512
7513;365194;7513
7514;365202;7514
7515;365202;7515
7516;363013;7516
7517;363013;7517
7518;404160;7518
7519;404094;7519
7520;404094;7520
7521;365200;7521
7522;365200;7522
7523;9468579;7523
7524;365287;7524
7525;365287;7525
7526;365286;7526
7527;365282;7527
7528;365289;7528
7529;365289;7529
7530;365198;7530
7531;408987;7531
7532;408895;7532
7533;408992;7533
7534;408992;7534
7535;435849;7535
7536;435849;7536
7537;408984;7537
7538;408984;7538
7539;408983;7539
7540;408983;7540
7541;408985;7541
7542;9468596;7542
7543;9468597;7543
7544;408899;7544
7545;408898;7545
7546;408986;7546
7547;408887;7547
7548;409002;7548
7549;409073;7549
7550;409073;7550
7551;9468609;7551
7552;408892;7552
7553;408891;7553
7554;408891;7554
7555;408995;7555
7556;408995;7556
7557;408897;7557
7558;408897;7558
7559;404592;7559
7560;404589;7560
7561;404588;7561
7562;404587;7562
7563;404593;7563
7564;404593;7564
7565;404586;7565
7566;404591;7566
7567;404487;7567
7568;404484;7568
7569;404486;7569
7570;404486;7570
7571;404485;7571
7572;404497;7572
7573;404497;7573
7574;404594;7574
7575;404595;7575
7576;404596;7576
7577;404581;7577
7578;404581;7578
7579;404582;7579
7580;404494;7580
7581;404494;7581
7582;404494;7582
7583;404495;7583
7584;404495;7584
7585;404498;7585
7586;404498;7586
7587;404491;7587
7588;404491;7588
7589;404488;7589
7590;404488;7590
7591;404490;7591
7592;404489;7592
7593;404489;7593
7594;401776;7594
7595;9468630;7595
7596;9468630;7596
7597;401857;7597
7598;401857;7598
7599;421521;7599
7600;421521;7600
7601;421521;7601
7602;421521;7602
7603;421521;7603
7604;421600;7604
7605;421600;7605
7606;421600;7606
7607;407868;7607
7608;407868;7608
7609;9468663;7609
7610;407800;7610
7611;407797;7611
7612;407797;7612
7613;407873;7613
7614;407873;7614
7615;407873;7615
7616;9468664;7616
7617;9468664;7617
7618;9468664;7618
7619;398003;7619
7620;398003;7620
7621;423866;7621
7622;401544;7622
7623;401544;7623
7624;401553;7624
7625;398018;7625
7626;398017;7626
7627;398017;7627
7628;398017;7628
7629;397923;7629
7630;397923;7630
7631;397928;7631
7632;397924;7632
7633;397924;7633
7634;397926;7634
7635;397925;7635
7636;397925;7636
7637;397925;7637
7638;397927;7638
7639;398016;7639
7640;398015;7640
7641;398015;7641
7642;397929;7642
7643;397930;7643
7644;397930;7644
7645;397931;7645
7646;397931;7646
7647;398014;7647
7648;398014;7648
7649;398080;7649
7650;398080;7650
7651;398013;7651
7652;401652;7652
7653;401726;7653
7654;401653;7654
7655;401638;7655
7656;401636;7656
7657;401633;7657
7658;401634;7658
7659;398012;7659
7660;398079;7660
7661;407869;7661
7662;407869;7662
7663;407870;7663
7664;407870;7664
7665;417193;7665
7666;415873;7666
7667;415873;7667
7668;415861;7668
7669;410675;7669
7670;415863;7670
7671;415863;7671
7672;415858;7672
7673;394863;7673
7674;394965;7674
7675;394965;7675
7676;394965;7676
7677;370514;7677
7678;370514;7678
7679;370518;7679
7680;370516;7680
7681;370517;7681
7682;370517;7682
7683;370515;7683
7684;369126;7684
7685;369246;7685
7686;369246;7686
7687;369245;7687
7688;369245;7688
7689;369245;7689
7690;369136;7690
7691;369135;7691
7692;369134;7692
7693;9468709;7693
7694;9468709;7694
7695;369132;7695
7696;369131;7696
7697;369130;7697
7698;9468710;7698
7699;9468710;7699
7700;369129;7700
7701;369242;7701
7702;369242;7702
7703;369243;7703
7704;369244;7704
7705;369244;7705
7706;369320;7706
7707;369320;7707
7708;369321;7708
7709;369322;7709
7710;369326;7710
7711;369327;7711
7712;369323;7712
7713;369325;7713
7714;370499;7714
7715;370501;7715
7716;370501;7716
7717;370501;7717
7718;370501;7718
7719;370500;7719
7720;370500;7720
7721;370498;7721
7722;370496;7722
7723;370496;7723
7724;370495;7724
7725;370495;7725
7726;9468716;7726
7727;369240;7727
7728;369239;7728
7729;369241;7729
7730;369238;7730
7731;369238;7731
7732;369224;7732
7733;369225;7733
7734;369225;7734
7735;369147;7735
7736;369223;7736
7737;369223;7737
7738;9468717;7738
7739;9468717;7739
7740;370512;7740
7741;370505;7741
7742;370509;7742
7743;370507;7743
7744;370507;7744
7745;370511;7745
7746;370508;7746
7747;369232;7747
7748;369232;7748
7749;369235;7749
7750;369234;7750
7751;369237;7751
7752;369231;7752
7753;369233;7753
7754;369233;7754
7755;369230;7755
7756;369236;7756
7757;370494;7757
7758;370503;7758
7759;370503;7759
7760;370502;7760
7761;370502;7761
7762;370502;7762
7763;369146;7763
7764;369145;7764
7765;369144;7765
7766;369142;7766
7767;369139;7767
7768;369139;7768
7769;369139;7769
7770;369139;7770
7771;369139;7771
7772;369140;7772
7773;369140;7773
7774;423865;7774
7775;423582;7775
7776;423582;7776
7777;423774;7777
7778;407872;7778
7779;407872;7779
7780;407871;7780
7781;407871;7781
7782;407882;7782
7783;407882;7783
7784;407881;7784
7785;407881;7785
7786;407881;7786
7787;407881;7787
7788;407866;7788
7789;407867;7789
7790;407877;7790
7791;407874;7791
7792;407874;7792
7793;407865;7793
7794;407865;7794
7795;423029;7795
7796;423029;7796
7797;423285;7797
7798;423291;7798
7799;423292;7799
7800;423292;7800
7801;423292;7801
7802;423292;7802
7803;423292;7803
7804;366761;7804
7805;366761;7805
7806;366761;7806
7807;366761;7807
7808;377731;7808
7809;377725;7809
7810;377725;7810
7811;377724;7811
7812;377724;7812
7813;377722;7813
7814;377722;7814
7815;377721;7815
7816;377721;7816
7817;377720;7817
7818;376403;7818
7819;376403;7819
7820;376402;7820
7821;376402;7821
7822;376400;7822
7823;376486;7823
7824;376486;7824
7825;376401;7825
7826;376401;7826
7827;366837;7827
7828;366766;7828
7829;366759;7829
7830;366762;7830
7831;366762;7831
7832;366480;7832
7833;376408;7833
7834;376408;7834
7835;376406;7835
7836;376485;7836
7837;366755;7837
7838;366834;7838
7839;366833;7839
7840;366410;7840
7841;366410;7841
7842;366411;7842
7843;366409;7843
7844;366409;7844
7845;366767;7845
7846;425267;7846
7847;382175;7847
7848;382229;7848
7849;382170;7849
7850;382172;7850
7851;425356;7851
7852;376407;7852
7853;376407;7853
7854;376407;7854
7855;376409;7855
7856;376409;7856
7857;376405;7857
7858;376405;7858
7859;376404;7859
7860;377723;7860
7861;377723;7861
7862;377648;7862
7863;377648;7863
7864;376398;7864
7865;376398;7865
7866;376397;7866
7867;376397;7867
7868;377726;7868
7869;376489;7869
7870;376489;7870
7871;376488;7871
7872;376488;7872
7873;377732;7873
7874;377732;7874
7875;376490;7875
7876;366251;7876
7877;366251;7877
7878;366244;7878
7879;366244;7879
7880;417218;7880
7881;417225;7881
7882;417225;7882
7883;417225;7883
7884;417225;7884
7885;417219;7885
7886;417222;7886
7887;417222;7887
7888;417226;7888
7889;417227;7889
7890;417220;7890
7891;366167;7891
7892;366167;7892
7893;366167;7893
7894;366167;7894
7895;417224;7895
7896;417224;7896
7897;417223;7897
7898;417223;7898
7899;417221;7899
7900;402690;7900
7901;425187;7901
7902;425187;7902
7903;425198;7903
7904;425198;7904
7905;425197;7905
7906;395071;7906
7907;395152;7907
7908;395059;7908
7909;395064;7909
7910;402946;7910
7911;394949;7911
7912;394949;7912
7913;394948;7913
7914;394958;7914
7915;394858;7915
7916;394859;7916
7917;394859;7917
7918;394859;7918
7919;394959;7919
7920;394959;7920
7921;394966;7921
7922;394864;7922
7923;394865;7923
7924;394865;7924
7925;394964;7925
7926;394964;7926
7927;394964;7927
7928;394857;7928
7929;403013;7929
7930;403013;7930
7931;402053;7931
7932;402052;7932
7933;403085;7933
7934;403085;7934
7935;403011;7935
7936;403011;7936
7937;403016;7937
7938;403016;7938
7939;394861;7939
7940;394861;7940
7941;394861;7941
7942;394862;7942
7943;394862;7943
7944;394962;7944
7945;394962;7945
7946;394962;7946
7947;394952;7947
7948;394952;7948
7949;394953;7949
7950;394953;7950
7951;394954;7951
7952;394944;7952
7953;394944;7953
7954;366574;7954
7955;366574;7955
7956;366760;7956
7957;366760;7957
7958;366770;7958
7959;366769;7959
7960;366573;7960
7961;366573;7961
7962;366752;7962
7963;366753;7963
7964;366765;7964
7965;366749;7965
7966;366764;7966
7967;366763;7967
7968;376283;7968
7969;376283;7969
7970;376283;7970
7971;366412;7971
7972;366569;7972
7973;366498;7973
7974;366758;7974
7975;366768;7975
7976;366836;7976
7977;9468814;7977
7978;366676;7978
7979;366676;7979
7980;9468815;7980
7981;366678;7981
7982;366678;7982
7983;366413;7983
7984;366754;7984
7985;366751;7985
7986;366751;7986
7987;9468816;7987
7988;366674;7988
7989;366674;7989
7990;366674;7990
7991;366675;7991
7992;366675;7992
7993;366841;7993
7994;366843;7994
7995;366844;7995
7996;395060;7996
7997;395060;7997
7998;395062;7998
7999;395062;7999
8000;395165;8000
8001;395165;8001
8002;9468818;8002
8003;9468818;8003
8004;9468818;8004
8005;374933;8005
8006;376279;8006
8007;376199;8007
8008;376278;8008
8009;376197;8009
8010;376198;8010
8011;376195;8011
8012;376195;8012
8013;376196;8013
8014;376196;8014
8015;376186;8015
8016;376186;8016
8017;375140;8017
8018;375140;8018
8019;375140;8019
8020;375140;8020
8021;376185;8021
8022;366840;8022
8023;366845;8023
8024;366842;8024
8025;366849;8025
8026;366848;8026
8027;366847;8027
8028;366847;8028
8029;395058;8029
8030;395058;8030
8031;395159;8031
8032;395154;8032
8033;395154;8033
8034;395154;8034
8035;395068;8035
8036;395168;8036
8037;405512;8037
8038;405512;8038
8039;405508;8039
8040;405509;8040
8041;405592;8041
8042;367909;8042
8043;367909;8043
8044;367910;8044
8045;367910;8045
8046;368209;8046
8047;368209;8047
8048;367893;8048
8049;367893;8049
8050;367894;8050
8051;367894;8051
8052;368216;8052
8053;368216;8053
8054;406461;8054
8055;406461;8055
8056;368215;8056
8057;367908;8057
8058;368222;8058
8059;368223;8059
8060;368224;8060
8061;368205;8061
8062;368225;8062
8063;368217;8063
8064;368207;8064
8065;368206;8065
8066;367888;8066
8067;367888;8067
8068;367889;8068
8069;368210;8069
8070;367904;8070
8071;368214;8071
8072;367897;8072
8073;367903;8073
8074;405911;8074
8075;405911;8075
8076;405910;8076
8077;405909;8077
8078;405908;8078
8079;405908;8079
8080;405913;8080
8081;405913;8081
8082;368220;8082
8083;368220;8083
8084;367901;8084
8085;367902;8085
8086;367902;8086
8087;368212;8087
8088;368212;8088
8089;395864;8089
8090;395873;8090
8091;395874;8091
8092;395874;8092
8093;395874;8093
8094;395782;8094
8095;395786;8095
8096;395786;8096
8097;395786;8097
8098;395783;8098
8099;395783;8099
8100;395789;8100
8101;395789;8101
8102;395789;8102
8103;395789;8103
8104;395788;8104
8105;395788;8105
8106;395788;8106
8107;395788;8107
8108;395788;8108
8109;395788;8109
8110;395790;8110
8111;395790;8111
8112;412033;8112
8113;412033;8113
8114;412029;8114
8115;412028;8115
8116;412028;8116
8117;412037;8117
8118;412036;8118
8119;412035;8119
8120;412043;8120
8121;412043;8121
8122;9468834;8122
8123;9468834;8123
8124;412044;8124
8125;9468835;8125
8126;9468835;8126
8127;412041;8127
8128;412041;8128
8129;412027;8129
8130;395787;8130
8131;395787;8131
8132;395785;8132
8133;395791;8133
8134;395784;8134
8135;395784;8135
8136;395780;8136
8137;395866;8137
8138;395872;8138
8139;395871;8139
8140;395871;8140
8141;395709;8141
8142;395777;8142
8143;395778;8143
8144;395778;8144
8145;395792;8145
8146;395792;8146
8147;412026;8147
8148;412026;8148
8149;412032;8149
8150;364323;8150
8151;364323;8151
8152;364323;8152
8153;364401;8153
8154;364403;8154
8155;364402;8155
8156;364325;8156
8157;364325;8157
8158;364410;8158
8159;364410;8159
8160;364410;8160
8161;364405;8161
8162;364315;8162
8163;395781;8163
8164;405992;8164
8165;405914;8165
8166;405914;8166
8167;405991;8167
8168;372095;8168
8169;372089;8169
8170;372089;8170
8171;370588;8171
8172;370588;8172
8173;406791;8173
8174;406791;8174
8175;407098;8175
8176;407097;8176
8177;406894;8177
8178;406894;8178
8179;406896;8179
8180;406895;8180
8181;405795;8181
8182;406876;8182
8183;406876;8183
8184;406876;8184
8185;406891;8185
8186;406891;8186
8187;407075;8187
8188;407000;8188
8189;407004;8189
8190;407003;8190
8191;407076;8191
8192;407001;8192
8193;407089;8193
8194;406893;8194
8195;406893;8195
8196;406897;8196
8197;406898;8197
8198;406898;8198
8199;406898;8199
8200;406995;8200
8201;363388;8201
8202;363388;8202
8203;363390;8203
8204;363390;8204
8205;363466;8205
8206;363387;8206
8207;363387;8207
8208;363557;8208
8209;363557;8209
8210;363558;8210
8211;363558;8211
8212;406997;8212
8213;406789;8213
8214;390187;8214
8215;389907;8215
8216;9468899;8216
8217;9468899;8217
8218;389737;8218
8219;389738;8219
8220;389739;8220
8221;389910;8221
8222;389910;8222
8223;389722;8223
8224;389723;8224
8225;389723;8225
8226;390190;8226
8227;390191;8227
8228;390189;8228
8229;9468903;8229
8230;9468903;8230
8231;431689;8231
8232;373889;8232
8233;373888;8233
8234;374780;8234
8235;374781;8235
8236;374782;8236
8237;373879;8237
8238;373879;8238
8239;373880;8239
8240;373880;8240
8241;373880;8241
8242;373817;8242
8243;373807;8243
8244;373807;8244
8245;373807;8245
8246;373885;8246
8247;374775;8247
8248;373887;8248
8249;373887;8249
8250;373887;8250
8251;373887;8251
8252;373887;8252
8253;374944;8253
8254;373886;8254
8255;373886;8255
8256;375025;8256
8257;375025;8257
8258;374957;8258
8259;374960;8259
8260;374941;8260
8261;374941;8261
8262;374940;8262
8263;374940;8263
8264;374953;8264
8265;374950;8265
8266;374959;8266
8267;374935;8267
8268;374935;8268
8269;374942;8269
8270;374946;8270
8271;375029;8271
8272;375029;8272
8273;373726;8273
8274;373726;8274
8275;373803;8275
8276;373803;8276
8277;373812;8277
8278;373814;8278
8279;373813;8279
8280;373813;8280
8281;373813;8281
8282;373813;8282
8283;373813;8283
8284;373811;8284
8285;373811;8285
8286;373815;8286
8287;373815;8287
8288;375030;8288
8289;375030;8289
8290;375030;8290
8291;375028;8291
8292;375028;8292
8293;373802;8293
8294;397602;8294
8295;397602;8295
8296;406987;8296
8297;406986;8297
8298;406988;8298
8299;405799;8299
8300;405799;8300
8301;405796;8301
8302;406982;8302
8303;406982;8303
8304;406983;8304
8305;407095;8305
8306;407083;8306
8307;407083;8307
8308;407090;8308
8309;407090;8309
8310;407091;8310
8311;406887;8311
8312;406885;8312
8313;390186;8313
8314;406884;8314
8315;406888;8315
8316;406984;8316
8317;406984;8317
8318;406999;8318
8319;406998;8319
8320;407077;8320
8321;406886;8321
8322;407088;8322
8323;407088;8323
8324;407080;8324
8325;407078;8325
8326;407081;8326
8327;407096;8327
8328;406981;8328
8329;406980;8329
8330;406875;8330
8331;406874;8331
8332;407092;8332
8333;407092;8333
8334;407094;8334
8335;407093;8335
8336;406879;8336
8337;405793;8337
8338;405793;8338
8339;406881;8339
8340;406882;8340
8341;406883;8341
8342;407087;8342
8343;407087;8343
8344;406892;8344
8345;407084;8345
8346;405797;8346
8347;405794;8347
8348;405794;8348
8349;406788;8349
8350;406985;8350
8351;407086;8351
8352;407086;8352
8353;407085;8353
8354;407085;8354
8355;406878;8355
8356;406991;8356
8357;406993;8357
8358;406992;8358
8359;406990;8359
8360;406994;8360
8361;405798;8361
8362;405791;8362
8363;405792;8363
8364;405792;8364
8365;406899;8365
8366;406890;8366
8367;406890;8367
8368;406889;8368
8369;406889;8369
8370;406889;8370
8371;367790;8371
8372;367790;8372
8373;367796;8373
8374;367796;8374
8375;367796;8375
8376;367791;8376
8377;367797;8377
8378;367797;8378
8379;367797;8379
8380;367797;8380
8381;367792;8381
8382;367792;8382
8383;367795;8383
8384;368517;8384
8385;367994;8385
8386;367994;8386
8387;367995;8387
8388;367995;8388
8389;367995;8389
8390;367995;8390
8391;367995;8391
8392;368513;8392
8393;368514;8393
8394;368514;8394
8395;368516;8395
8396;368516;8396
8397;368516;8397
8398;368518;8398
8399;368518;8399
8400;368518;8400
8401;9468957;8401
8402;9468957;8402
8403;368515;8403
8404;368505;8404
8405;368505;8405
8406;368505;8406
8407;368504;8407
8408;368504;8408
8409;368012;8409
8410;368012;8410
8411;368506;8411
8412;368313;8412
8413;368313;8413
8414;368325;8414
8415;368325;8415
8416;368013;8416
8417;368013;8417
8418;368014;8418
8419;368014;8419
8420;367701;8420
8421;367703;8421
8422;367702;8422
8423;367788;8423
8424;367799;8424
8425;401801;8425
8426;401801;8426
8427;401244;8427
8428;401246;8428
8429;401246;8429
8430;401245;8430
8431;401245;8431
8432;401245;8432
8433;401247;8433
8434;401247;8434
8435;401331;8435
8436;401330;8436
8437;401329;8437
8438;401329;8438
8439;401254;8439
8440;401328;8440
8441;401328;8441
8442;401327;8442
8443;401327;8443
8444;368320;8444
8445;368320;8445
8446;368320;8446
8447;367705;8447
8448;367706;8448
8449;367800;8449
8450;367801;8450
8451;368500;8451
8452;368501;8452
8453;367712;8453
8454;367712;8454
8455;367711;8455
8456;367711;8456
8457;368005;8457
8458;367997;8458
8459;367997;8459
8460;367996;8460
8461;368000;8461
8462;368319;8462
8463;368323;8463
8464;367999;8464
8465;367998;8465
8466;367804;8466
8467;367804;8467
8468;368011;8468
8469;368006;8469
8470;368006;8470
8471;368006;8471
8472;368006;8472
8473;368007;8473
8474;368007;8474
8475;368007;8475
8476;367707;8476
8477;367708;8477
8478;367708;8478
8479;368308;8479
8480;368310;8480
8481;368310;8481
8482;368309;8482
8483;368328;8483
8484;368328;8484
8485;367713;8485
8486;368329;8486
8487;368508;8487
8488;368508;8488
8489;368508;8489
8490;368507;8490
8491;368507;8491
8492;368507;8492
8493;368509;8493
8494;368509;8494
8495;368311;8495
8496;368311;8496
8497;367798;8497
8498;368009;8498
8499;368009;8499
8500;368010;8500
8501;368010;8501
8502;367704;8502
8503;367805;8503
8504;367805;8504
8505;367805;8505
8506;367802;8506
8507;367803;8507
8508;368315;8508
8509;368315;8509
8510;368315;8510
8511;368314;8511
8512;368314;8512
8513;368314;8513
8514;368316;8514
8515;368317;8515
8516;368317;8516
8517;368318;8517
8518;368318;8518
8519;368312;8519
8520;368001;8520
8521;368001;8521
8522;368001;8522
8523;368002;8523
8524;368002;8524
8525;368002;8525
8526;368307;8526
8527;368307;8527
8528;368327;8528
8529;368326;8529
8530;368324;8530
8531;368324;8531
8532;368324;8532
8533;374480;8533
8534;374484;8534
8535;9468971;8535
8536;9468971;8536
8537;374407;8537
8538;374407;8538
8539;374407;8539
8540;374489;8540
8541;9468973;8541
8542;9468973;8542
8543;9468973;8543
8544;374493;8544
8545;374493;8545
8546;401326;8546
8547;401326;8547
8548;401256;8548
8549;401256;8549
8550;401250;8550
8551;401250;8551
8552;401251;8552
8553;401251;8553
8554;401167;8554
8555;401167;8555
8556;401167;8556
8557;401781;8557
8558;401780;8558
8559;401795;8559
8560;401795;8560
8561;401796;8561
8562;401797;8562
8563;401249;8563
8564;401783;8564
8565;401586;8565
8566;401594;8566
8567;401594;8567
8568;401333;8568
8569;401333;8569
8570;401333;8570
8571;401334;8571
8572;401332;8572
8573;401336;8573
8574;401240;8574
8575;401242;8575
8576;401242;8576
8577;401241;8577
8578;401241;8578
8579;401253;8579
8580;401253;8580
8581;401253;8581
8582;401252;8582
8583;401255;8583
8584;401255;8584
8585;401685;8585
8586;401784;8586
8587;401784;8587
8588;401680;8588
8589;401680;8589
8590;401699;8590
8591;401683;8591
8592;401683;8592
8593;401682;8593
8594;401682;8594
8595;401602;8595
8596;401602;8596
8597;401602;8597
8598;401510;8598
8599;401510;8599
8600;401509;8600
8601;401782;8601
8602;401695;8602
8603;401697;8603
8604;401696;8604
8605;401696;8605
8606;401698;8606
8607;401698;8607
8608;401791;8608
8609;382023;8609
8610;382023;8610
8611;382022;8611
8612;382022;8612
8613;382019;8613
8614;382020;8614
8615;382020;8615
8616;382020;8616
8617;382021;8617
8618;382018;8618
8619;382017;8619
8620;382009;8620
8621;382012;8621
8622;382012;8622
8623;379297;8623
8624;379297;8624
8625;379297;8625
8626;379297;8626
8627;379297;8627
8628;9469028;8628
8629;9469028;8629
8630;9469029;8630
8631;9469029;8631
8632;380701;8632
8633;380701;8633
8634;380701;8634
8635;9469030;8635
8636;9469030;8636
8637;380703;8637
8638;380712;8638
8639;380713;8639
8640;380713;8640
8641;367789;8641
8642;367793;8642
8643;367794;8643
8644;393594;8644
8645;393594;8645
8646;393600;8646
8647;393690;8647
8648;393690;8648
8649;393607;8649
8650;393607;8650
8651;393679;8651
8652;393533;8652
8653;393533;8653
8654;393686;8654
8655;393686;8655
8656;404336;8656
8657;393602;8657
8658;393602;8658
8659;393602;8659
8660;393602;8660
8661;393589;8661
8662;393589;8662
8663;393676;8663
8664;393676;8664
8665;393673;8665
8666;393673;8666
8667;393684;8667
8668;393685;8668
8669;393593;8669
8670;393593;8670
8671;393609;8671
8672;393682;8672
8673;393680;8673
8674;393592;8674
8675;393590;8675
8676;393590;8676
8677;393605;8677
8678;416705;8678
8679;416705;8679
8680;416704;8680
8681;416634;8681
8682;416634;8682
8683;416706;8683
8684;416706;8684
8685;416708;8685
8686;429990;8686
8687;430070;8687
8688;9469106;8688
8689;9469106;8689
8690;9469106;8690
8691;9469106;8691
8692;9469106;8692
8693;9469106;8693
8694;9469106;8694
8695;429982;8695
8696;427882;8696
8697;427882;8697
8698;427883;8698
8699;429989;8699
8700;9469114;8700
8701;9469114;8701
8702;9469114;8702
8703;9469114;8703
8704;9469114;8704
8705;429986;8705
8706;429106;8706
8707;9469115;8707
8708;9469115;8708
8709;9469115;8709
8710;9469115;8710
8711;9469115;8711
8712;394251;8712
8713;394248;8713
8714;394250;8714
8715;394250;8715
8716;394254;8716
8717;394152;8717
8718;394328;8718
8719;394249;8719
8720;394232;8720
8721;394324;8721
8722;394242;8722
8723;394245;8723
8724;394245;8724
8725;394155;8725
8726;394155;8726
8727;394151;8727
8728;9469127;8728
8729;9469127;8729
8730;394231;8730
8731;394333;8731
8732;394239;8732
8733;394247;8733
8734;9469128;8734
